order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at
O0007158,C01002,P0589,2026-06-09T13:09:00+00:00,6,60875.53,0,PACKED,2026-06-11T03:09:00+00:00
O0007159,C02062,P0126,2026-04-14T05:58:00+00:00,3,71314.36,0.15,DELIVERED,2026-04-16T19:58:00+00:00
O0007160,C00650,P0294,2026-04-11T20:26:00+00:00,8,64326.21,0,SHIPPED,2026-04-12T09:26:00+00:00
O0007161,C01587,P0136,2025-10-28T10:49:00+00:00,7,70676.91,0,PACKED,2025-10-28T13:49:00+00:00
O0007162,C01345,P0053,2026-07-16T07:04:00+00:00,4,89403.1,0.1,PENDING,2026-07-17T15:04:00+00:00
O0007163,C00713,P0169,2025-11-12T14:24:00+00:00,6,17712.31,0.05,PENDING,2025-11-14T11:24:00+00:00
O0007164,C00526,P0392,2025-05-05T18:51:00+00:00,1,79971.45,0,SHIPPED,2025-05-07T01:51:00+00:00
O0007165,C02111,P0127,2025-04-07T07:02:00+00:00,4,5978.39,0,PENDING,2025-04-09T16:02:00+00:00
O0007166,C01209,P0556,2026-05-21T13:13:00+00:00,7,37186.1,0.05,PAID,2026-05-23T01:13:00+00:00
O0007167,C02382,P0584,2025-02-11T00:37:00+00:00,8,261.24,0,DELIVERED,2025-02-12T17:37:00+00:00
O0007168,C00234,P0015,2025-11-15T14:28:00+00:00,6,89692.72,0.1,PACKED,2025-11-15T21:28:00+00:00
O0007169,C01345,P0286,2025-10-27T16:20:00+00:00,4,24801.38,0.15,PENDING,2025-10-30T02:20:00+00:00
O0007170,C02123,P0323,2025-05-09T02:36:00+00:00,6,10488.44,0.15,PAID,2025-05-09T17:36:00+00:00
O0007171,C00742,P0345,2026-05-28T16:29:00+00:00,2,73154.7,0.15,CANCELLED,2026-05-30T11:29:00+00:00
O0007172,C00659,P0260,2026-09-11T14:54:00+00:00,3,16466.32,0,SHIPPED,2026-09-12T12:54:00+00:00
O0007173,C01470,P0362,2026-05-22T01:11:00+00:00,2,7968.21,0,PACKED,2026-05-23T04:11:00+00:00
O0007174,C01392,P0556,2025-03-13T06:26:00+00:00,4,37186.1,0,SHIPPED,2025-03-13T07:26:00+00:00
O0007175,C00277,P0282,2026-04-07T02:43:00+00:00,2,48696.2,0,PACKED,2026-04-08T05:43:00+00:00
O0007176,C01819,P0556,2026-01-11T22:49:00+00:00,7,37186.1,0,SHIPPED,2026-01-14T19:49:00+00:00
O0007177,C00445,P0551,2025-06-18T22:32:00+00:00,1,64688.53,0.1,SHIPPED,2025-06-20T22:32:00+00:00
O0007178,C01889,P0344,2025-09-13T09:37:00+00:00,4,2785.93,0.05,DELIVERED,2025-09-15T09:37:00+00:00
O0007179,C00218,P0584,2026-03-16T07:43:00+00:00,3,261.24,0.1,PACKED,2026-03-16T09:43:00+00:00
O0007180,C02069,P0452,2025-08-01T21:32:00+00:00,4,1749.79,0,SHIPPED,2025-08-04T11:32:00+00:00
O0007181,C01644,P0540,2026-04-30T09:59:00+00:00,7,29453.09,0,SHIPPED,2026-05-02T23:59:00+00:00
O0007182,C00429,P0116,2026-09-06T12:45:00+00:00,5,20443.28,0,PACKED,2026-09-09T12:45:00+00:00
O0007183,C00186,P0017,2025-06-10T20:15:00+00:00,5,29339.36,0.15,CANCELLED,2025-06-12T14:15:00+00:00
O0007184,C02264,P0428,2025-10-09T20:45:00+00:00,6,83212.52,0,DELIVERED,2025-10-11T14:45:00+00:00
O0007185,C01817,P0436,2025-02-01T04:02:00+00:00,2,70058.7,0,CANCELLED,2025-02-02T17:02:00+00:00
O0007186,C00884,P0303,2026-02-08T17:25:00+00:00,7,62217.86,0,PENDING,2026-02-09T13:25:00+00:00
O0007187,C00427,P0560,2025-11-16T12:12:00+00:00,3,64116.71,0.1,DELIVERED,2025-11-19T05:12:00+00:00
O0007188,C01737,P0340,2025-04-09T00:54:00+00:00,3,60718.41,0,CANCELLED,2025-04-11T08:54:00+00:00
O0007189,C02645,P0347,2025-08-04T19:01:00+00:00,7,79622.52,0.1,PAID,2025-08-06T03:01:00+00:00
O0007190,C02127,P0148,2025-06-28T16:57:00+00:00,8,39138.89,0.1,PAID,2025-07-01T09:57:00+00:00
O0007191,C01372,P0487,2025-08-28T06:11:00+00:00,1,6517.4,0.15,PAID,2025-08-30T17:11:00+00:00
O0007192,C02392,P0433,2026-07-21T20:44:00+00:00,5,74257.42,0,DELIVERED,2026-07-23T01:44:00+00:00
O0007193,C00543,P0288,2025-07-17T08:50:00+00:00,3,58232.16,0.1,DELIVERED,2025-07-18T04:50:00+00:00
O0007194,C02126,P0477,2025-07-31T04:18:00+00:00,1,22508.68,0,CANCELLED,2025-08-02T08:18:00+00:00
O0007195,C00085,P0338,2025-07-04T11:43:00+00:00,2,18858.74,0.1,DELIVERED,2025-07-04T14:43:00+00:00
O0007196,C01149,P0085,2025-01-04T08:27:00+00:00,8,486.79,0.15,SHIPPED,2025-01-05T15:27:00+00:00
O0007197,C01559,P0590,2025-03-24T02:30:00+00:00,5,4109.75,0,PACKED,2025-03-26T02:30:00+00:00
O0007198,C01291,P0488,2026-05-04T04:08:00+00:00,3,13438.64,0.05,PACKED,2026-05-04T05:08:00+00:00
O0007199,C01594,P0150,2026-04-04T13:42:00+00:00,8,30072.55,0.05,SHIPPED,2026-04-05T04:42:00+00:00
O0007200,C01763,P0399,2026-04-24T07:20:00+00:00,1,46562.84,0,PAID,2026-04-26T21:20:00+00:00
O0007201,C02253,P0039,2026-01-20T16:56:00+00:00,5,54778.38,0,PAID,2026-01-22T08:56:00+00:00
O0007202,C00769,P0285,2026-02-20T14:31:00+00:00,4,64779.6,0.05,PENDING,2026-02-22T09:31:00+00:00
O0007203,C02093,P0462,2025-12-30T21:27:00+00:00,5,29050.22,0,DELIVERED,2025-12-31T17:27:00+00:00
O0007204,C00330,P0389,2025-08-16T10:48:00+00:00,1,69949.12,0.05,CANCELLED,2025-08-17T11:48:00+00:00
O0007205,C00554,P0164,2025-03-18T16:46:00+00:00,1,53800.39,0.15,DELIVERED,2025-03-21T10:46:00+00:00
O0007206,C02870,P0227,2025-05-13T22:03:00+00:00,6,50931.98,0.05,SHIPPED,2025-05-15T17:03:00+00:00
O0007207,C01314,P0328,2025-07-03T16:34:00+00:00,1,34387.3,0,PENDING,2025-07-04T21:34:00+00:00
O0007208,C02058,P0088,2025-11-14T19:13:00+00:00,1,55185.22,0,PACKED,2025-11-17T15:13:00+00:00
O0007209,C02289,P0337,2025-03-03T19:25:00+00:00,4,12055.69,0.15,DELIVERED,2025-03-05T22:25:00+00:00
O0007210,C02078,P0176,2025-05-22T13:22:00+00:00,3,36182.16,0,SHIPPED,2025-05-24T05:22:00+00:00
O0007211,C01709,P0442,2026-06-09T02:53:00+00:00,7,17818.66,0.05,PAID,2026-06-11T03:53:00+00:00
O0007212,C00135,P0557,2026-08-31T07:23:00+00:00,5,59971.17,0,CANCELLED,2026-09-02T10:23:00+00:00
O0007213,C02798,P0006,2025-11-29T20:28:00+00:00,4,64359.42,0,PAID,2025-11-30T03:28:00+00:00
O0007214,C00787,P0342,2025-03-29T09:09:00+00:00,4,72604.07,0,DELIVERED,2025-03-31T16:09:00+00:00
O0007215,C00763,P0208,2025-10-21T09:45:00+00:00,1,24331.11,0,PENDING,2025-10-23T01:45:00+00:00
O0007216,C02918,P0444,2025-11-15T21:32:00+00:00,5,81498.76,0.05,PACKED,2025-11-16T02:32:00+00:00
O0007217,C02253,P0596,2026-07-09T16:42:00+00:00,7,51767.48,0,PACKED,2026-07-12T00:42:00+00:00
O0007218,C02658,P0313,2025-08-15T13:36:00+00:00,7,4389.38,0,PACKED,2025-08-15T23:36:00+00:00
O0007219,C00818,P0499,2025-01-02T13:18:00+00:00,2,26623.46,0,PENDING,2025-01-05T10:18:00+00:00
O0007220,C01190,P0370,2026-03-09T03:53:00+00:00,6,13599.21,0.15,PAID,2026-03-10T22:53:00+00:00
O0007221,C02500,P0034,2026-05-09T05:43:00+00:00,6,36572.06,0,SHIPPED,2026-05-11T11:43:00+00:00
O0007222,C01939,P0458,2025-11-26T06:40:00+00:00,3,16343.63,0.1,PACKED,2025-11-26T06:40:00+00:00
O0007223,C02106,P0447,2026-05-05T22:28:00+00:00,8,84776.42,0.1,CANCELLED,2026-05-06T07:28:00+00:00
O0007224,C01293,P0240,2026-08-02T20:06:00+00:00,7,17320.35,0,SHIPPED,2026-08-05T13:06:00+00:00
O0007225,C02727,P0017,2025-08-23T14:10:00+00:00,2,29339.36,0.15,SHIPPED,2025-08-25T01:10:00+00:00
O0007226,C02565,P0211,2025-07-15T20:02:00+00:00,8,43309.6,0,PENDING,2025-07-18T13:02:00+00:00
O0007227,C01324,P0587,2026-01-21T06:02:00+00:00,3,14222.88,0.15,DELIVERED,2026-01-21T16:02:00+00:00
O0007228,C01431,P0310,2025-02-25T13:59:00+00:00,4,35928.91,0.1,SHIPPED,2025-02-25T23:59:00+00:00
O0007229,C02144,P0275,2025-03-14T00:15:00+00:00,8,58180.64,0.05,CANCELLED,2025-03-14T22:15:00+00:00
O0007230,C00637,P0356,2025-08-20T11:13:00+00:00,5,37027.48,0,PACKED,2025-08-23T01:13:00+00:00
O0007231,C01426,P0418,2025-03-17T14:30:00+00:00,7,24359.94,0,CANCELLED,2025-03-17T21:30:00+00:00
O0007232,C00402,P0236,2026-03-22T18:43:00+00:00,1,15010.49,0,DELIVERED,2026-03-23T08:43:00+00:00
O0007233,C01896,P0506,2026-08-15T18:19:00+00:00,5,24400.44,0.15,PAID,2026-08-16T03:19:00+00:00
O0007234,C01155,P0058,2025-10-28T07:01:00+00:00,5,27922.39,0,PENDING,2025-10-30T22:01:00+00:00
O0007235,C01689,P0402,2025-08-29T08:12:00+00:00,2,11134.18,0.1,PAID,2025-08-31T10:12:00+00:00
O0007236,C00123,P0262,2025-09-03T14:07:00+00:00,4,43872.24,0.15,PENDING,2025-09-06T03:07:00+00:00
O0007237,C00962,P0349,2025-12-14T10:32:00+00:00,2,3256.87,0,PACKED,2025-12-17T09:32:00+00:00
O0007238,C00051,P0250,2026-01-29T15:41:00+00:00,3,65583.14,0,DELIVERED,2026-01-31T15:41:00+00:00
O0007239,C01270,P0402,2026-04-17T10:48:00+00:00,3,11134.18,0.15,SHIPPED,2026-04-17T18:48:00+00:00
O0007240,C01281,P0033,2025-09-02T00:55:00+00:00,4,74739.14,0,PACKED,2025-09-04T23:55:00+00:00
O0007241,C02759,P0063,2025-07-31T14:51:00+00:00,8,47832.89,0.05,SHIPPED,2025-08-03T03:51:00+00:00
O0007242,C01137,P0009,2025-05-18T22:39:00+00:00,6,73194.48,0.15,SHIPPED,2025-05-21T06:39:00+00:00
O0007243,C00791,P0266,2025-03-15T23:20:00+00:00,1,35205.27,0.05,PACKED,2025-03-16T10:20:00+00:00
O0007244,C00997,P0267,2025-10-20T00:36:00+00:00,8,39303.96,0,PENDING,2025-10-21T16:36:00+00:00
O0007245,C01300,P0268,2026-01-08T06:35:00+00:00,6,89071.05,0,PENDING,2026-01-10T22:35:00+00:00
O0007246,C02920,P0465,2025-02-19T02:11:00+00:00,7,77428.74,0.15,SHIPPED,2025-02-19T04:11:00+00:00
O0007247,C02389,P0156,2026-06-18T23:01:00+00:00,5,77342.38,0.1,SHIPPED,2026-06-20T19:01:00+00:00
O0007248,C01817,P0103,2025-05-23T08:00:00+00:00,7,48463.05,0,CANCELLED,2025-05-25T00:00:00+00:00
O0007249,C00200,P0493,2025-08-19T16:42:00+00:00,5,41839.45,0,SHIPPED,2025-08-20T23:42:00+00:00
O0007250,C02448,P0502,2025-11-13T07:51:00+00:00,1,46377.67,0.05,PAID,2025-11-15T03:51:00+00:00
O0007251,C01818,P0119,2025-07-29T19:06:00+00:00,6,52861.96,0.05,PAID,2025-07-30T23:06:00+00:00
O0007252,C00555,P0272,2025-12-03T08:43:00+00:00,6,45374.87,0,PENDING,2025-12-04T08:43:00+00:00
O0007253,C00085,P0471,2025-07-19T08:58:00+00:00,8,17544.5,0,SHIPPED,2025-07-21T23:58:00+00:00
O0007254,C02147,P0586,2026-05-21T04:35:00+00:00,4,26674.34,0,PAID,2026-05-22T14:35:00+00:00
O0007255,C00394,P0384,2025-04-21T15:08:00+00:00,3,24159.43,0,SHIPPED,2025-04-21T23:08:00+00:00
O0007256,C01674,P0321,2025-07-28T13:11:00+00:00,2,86572.35,0,PACKED,2025-07-29T03:11:00+00:00
O0007257,C00391,P0542,2026-04-01T01:18:00+00:00,2,71516.82,0,SHIPPED,2026-04-03T19:18:00+00:00
O0007258,C00499,P0463,2026-02-15T18:58:00+00:00,5,8138.45,0,SHIPPED,2026-02-17T01:58:00+00:00
O0007259,C01464,P0202,2025-04-03T06:56:00+00:00,8,24977.16,0.1,SHIPPED,2025-04-05T18:56:00+00:00
O0007260,C02650,P0001,2025-12-14T20:09:00+00:00,7,86351.39,0.1,DELIVERED,2025-12-15T12:09:00+00:00
O0007261,C00186,P0093,2025-05-22T00:26:00+00:00,2,45573.9,0,PACKED,2025-05-22T19:26:00+00:00
O0007262,C01935,P0245,2025-04-01T04:15:00+00:00,7,34088.86,0.1,DELIVERED,2025-04-02T05:15:00+00:00
O0007263,C00528,P0535,2026-02-21T16:22:00+00:00,8,24657.56,0,DELIVERED,2026-02-23T12:22:00+00:00
O0007264,C01497,P0576,2026-01-07T08:23:00+00:00,7,33507.12,0.15,SHIPPED,2026-01-08T00:23:00+00:00
O0007265,C00753,P0561,2026-08-16T21:36:00+00:00,2,47762.89,0.15,DELIVERED,2026-08-17T03:36:00+00:00
O0007266,C00554,P0513,2025-02-18T01:30:00+00:00,7,41712.71,0.05,DELIVERED,2025-02-19T01:30:00+00:00
O0007267,C01160,P0587,2026-03-20T00:52:00+00:00,3,14222.88,0.1,PAID,2026-03-21T05:52:00+00:00
O0007268,C01982,P0221,2025-02-12T11:33:00+00:00,7,16930.57,0,PAID,2025-02-14T04:33:00+00:00
O0007269,C00966,P0086,2025-09-09T02:36:00+00:00,5,32149.94,0.1,PENDING,2025-09-10T02:36:00+00:00
O0007270,C01328,P0292,2026-01-10T14:42:00+00:00,1,41637.3,0,PENDING,2026-01-11T19:42:00+00:00
O0007271,C00008,P0159,2025-06-04T05:20:00+00:00,2,72796.8,0,CANCELLED,2025-06-04T14:20:00+00:00
O0007272,C00477,P0339,2025-04-20T01:34:00+00:00,7,66565.59,0,PAID,2025-04-21T02:34:00+00:00
O0007273,C01948,P0264,2025-02-12T10:44:00+00:00,1,73843.84,0.15,PACKED,2025-02-13T11:44:00+00:00
O0007274,C00075,P0047,2025-12-15T00:24:00+00:00,6,22304.86,0,SHIPPED,2025-12-15T20:24:00+00:00
O0007275,C00257,P0464,2025-02-20T05:33:00+00:00,6,68248.71,0.15,PAID,2025-02-22T12:33:00+00:00
O0007276,C02794,P0257,2025-01-25T14:25:00+00:00,8,36267.98,0.1,CANCELLED,2025-01-27T18:25:00+00:00
O0007277,C02699,P0476,2025-08-06T21:41:00+00:00,5,60752.96,0.1,PAID,2025-08-06T22:41:00+00:00
O0007278,C01684,P0136,2026-09-10T02:26:00+00:00,2,70676.91,0,CANCELLED,2026-09-10T17:26:00+00:00
O0007279,C02725,P0198,2025-02-25T21:49:00+00:00,5,65808.84,0.15,PENDING,2025-02-26T15:49:00+00:00
O0007280,C02202,P0177,2025-06-14T17:55:00+00:00,5,71207.61,0.1,PAID,2025-06-15T15:55:00+00:00
O0007281,C01254,P0508,2025-10-14T02:18:00+00:00,6,68755.98,0.1,DELIVERED,2025-10-16T09:18:00+00:00
O0007282,C01570,P0598,2025-04-06T06:44:00+00:00,1,23002.59,0,PAID,2025-04-06T15:44:00+00:00
O0007283,C00469,P0480,2026-05-26T00:56:00+00:00,3,1541.62,0.05,PAID,2026-05-26T02:56:00+00:00
O0007284,C01250,P0141,2025-11-29T17:45:00+00:00,8,8020.56,0.15,SHIPPED,2025-11-30T15:45:00+00:00
O0007285,C01969,P0042,2025-07-14T10:02:00+00:00,6,65962.25,0.1,CANCELLED,2025-07-17T04:02:00+00:00
O0007286,C02497,P0170,2025-06-02T06:41:00+00:00,2,49207.68,0.1,SHIPPED,2025-06-02T07:41:00+00:00
O0007287,C02065,P0422,2025-08-24T23:10:00+00:00,2,39917.69,0.1,PENDING,2025-08-25T02:10:00+00:00
O0007288,C01012,P0093,2025-10-25T20:34:00+00:00,3,45573.9,0,PACKED,2025-10-26T12:34:00+00:00
O0007289,C02689,P0340,2025-10-01T08:54:00+00:00,3,60718.41,0.05,PENDING,2025-10-02T06:54:00+00:00
O0007290,C00910,P0514,2025-09-04T23:20:00+00:00,2,7938.72,0.05,DELIVERED,2025-09-07T21:20:00+00:00
O0007291,C00325,P0561,2025-03-29T18:23:00+00:00,1,47762.89,0,PAID,2025-04-01T07:23:00+00:00
O0007292,C01110,P0352,2026-02-17T00:31:00+00:00,2,17257.63,0.05,PENDING,2026-02-17T00:31:00+00:00
O0007293,C00127,P0125,2026-09-12T17:08:00+00:00,1,2141.49,0.15,PAID,2026-09-13T18:08:00+00:00
O0007294,C00372,P0093,2025-10-04T17:19:00+00:00,4,45573.9,0,PAID,2025-10-07T03:19:00+00:00
O0007295,C01187,P0114,2025-01-01T02:02:00+00:00,7,53246.86,0,SHIPPED,2025-01-04T00:02:00+00:00
O0007296,C00979,P0522,2025-11-11T19:50:00+00:00,3,26730.04,0,PENDING,2025-11-12T16:50:00+00:00
O0007297,C01532,P0497,2025-07-27T01:38:00+00:00,5,22584.98,0.05,PENDING,2025-07-28T01:38:00+00:00
O0007298,C01335,P0270,2025-02-16T11:01:00+00:00,6,29597.93,0.05,SHIPPED,2025-02-17T15:01:00+00:00
O0007299,C00324,P0247,2025-12-21T07:41:00+00:00,4,89261.34,0,PENDING,2025-12-24T03:41:00+00:00
O0007300,C02982,P0495,2025-03-21T01:22:00+00:00,3,12972.89,0.15,PACKED,2025-03-22T04:22:00+00:00
O0007301,C02751,P0115,2025-01-06T10:09:00+00:00,3,27182.01,0.15,PENDING,2025-01-06T22:09:00+00:00
O0007302,C01911,P0425,2025-08-14T11:54:00+00:00,7,33457.03,0,PACKED,2025-08-15T21:54:00+00:00
O0007303,C02341,P0369,2025-11-30T21:27:00+00:00,4,15848.66,0,SHIPPED,2025-12-02T06:27:00+00:00
O0007304,C00521,P0062,2026-08-11T06:21:00+00:00,6,4068.12,0,PENDING,2026-08-12T21:21:00+00:00
O0007305,C00394,P0517,2025-10-01T01:09:00+00:00,4,25482.11,0.05,PACKED,2025-10-03T01:09:00+00:00
O0007306,C00222,P0394,2025-02-15T07:07:00+00:00,1,5199.2,0,SHIPPED,2025-02-17T13:07:00+00:00
O0007307,C02475,P0449,2025-07-27T15:25:00+00:00,6,74373.31,0,PACKED,2025-07-28T08:25:00+00:00
O0007308,C00715,P0218,2025-06-17T22:04:00+00:00,7,46687.34,0,PAID,2025-06-18T04:04:00+00:00
O0007309,C01799,P0070,2025-10-04T10:24:00+00:00,6,74756.7,0.1,SHIPPED,2025-10-05T11:24:00+00:00
O0007310,C02334,P0084,2026-02-19T11:08:00+00:00,3,81907.0,0.05,CANCELLED,2026-02-20T15:08:00+00:00
O0007311,C00134,P0411,2026-01-19T15:11:00+00:00,1,64372.24,0.1,SHIPPED,2026-01-19T20:11:00+00:00
O0007312,C02888,P0541,2025-11-27T08:05:00+00:00,5,71856.99,0,PAID,2025-11-27T10:05:00+00:00
O0007313,C02010,P0295,2025-10-15T03:56:00+00:00,2,58450.82,0,CANCELLED,2025-10-17T23:56:00+00:00
O0007314,C02708,P0083,2025-09-20T22:50:00+00:00,7,68634.85,0,SHIPPED,2025-09-23T21:50:00+00:00
O0007315,C01077,P0600,2026-08-10T14:35:00+00:00,4,41269.99,0,PENDING,2026-08-10T21:35:00+00:00
O0007316,C01932,P0127,2026-08-28T21:52:00+00:00,7,5978.39,0.15,DELIVERED,2026-08-30T01:52:00+00:00
O0007317,C01266,P0076,2026-04-12T02:33:00+00:00,3,22417.45,0.05,PAID,2026-04-14T11:33:00+00:00
O0007318,C00092,P0274,2025-10-06T09:54:00+00:00,7,41566.8,0,PENDING,2025-10-07T01:54:00+00:00
O0007319,C01531,P0439,2025-09-27T09:24:00+00:00,4,19389.39,0,CANCELLED,2025-09-29T05:24:00+00:00
O0007320,C01841,P0272,2025-10-04T11:18:00+00:00,2,45374.87,0.15,PENDING,2025-10-06T22:18:00+00:00
O0007321,C00002,P0495,2025-08-01T09:09:00+00:00,7,12972.89,0.1,PAID,2025-08-02T10:09:00+00:00
O0007322,C00149,P0461,2026-01-31T08:08:00+00:00,2,50218.41,0.15,SHIPPED,2026-01-31T13:08:00+00:00
O0007323,C01338,P0416,2025-04-06T21:44:00+00:00,1,10026.18,0,PAID,2025-04-08T19:44:00+00:00
O0007324,C02081,P0391,2025-09-02T13:21:00+00:00,6,10973.39,0,DELIVERED,2025-09-03T12:21:00+00:00
O0007325,C01945,P0136,2025-01-16T01:34:00+00:00,3,70676.91,0.05,CANCELLED,2025-01-17T03:34:00+00:00
O0007326,C01167,P0095,2025-01-11T02:37:00+00:00,1,12023.65,0.05,DELIVERED,2025-01-12T04:37:00+00:00
O0007327,C02100,P0499,2025-04-10T10:24:00+00:00,3,26623.46,0.15,CANCELLED,2025-04-12T06:24:00+00:00
O0007328,C01008,P0491,2025-10-05T20:52:00+00:00,5,65212.83,0.15,PENDING,2025-10-06T15:52:00+00:00
O0007329,C01349,P0006,2026-04-20T19:45:00+00:00,7,64359.42,0.1,SHIPPED,2026-04-21T14:45:00+00:00
O0007330,C01733,P0578,2025-06-28T12:43:00+00:00,3,33153.37,0.1,PACKED,2025-06-29T09:43:00+00:00
O0007331,C02605,P0411,2025-08-26T03:38:00+00:00,4,64372.24,0,PENDING,2025-08-28T12:38:00+00:00
O0007332,C02166,P0481,2026-07-06T07:22:00+00:00,6,68492.54,0,PAID,2026-07-06T13:22:00+00:00
O0007333,C02346,P0426,2026-01-14T23:51:00+00:00,8,69329.23,0,SHIPPED,2026-01-15T06:51:00+00:00
O0007334,C01162,P0547,2025-03-02T06:25:00+00:00,2,64728.88,0.1,DELIVERED,2025-03-03T23:25:00+00:00
O0007335,C02187,P0406,2025-03-23T21:05:00+00:00,3,78076.33,0,PAID,2025-03-26T15:05:00+00:00
O0007336,C01479,P0046,2025-12-25T11:43:00+00:00,4,87748.04,0.1,DELIVERED,2025-12-28T03:43:00+00:00
O0007337,C00963,P0311,2025-10-26T04:20:00+00:00,1,59966.53,0,PAID,2025-10-28T08:20:00+00:00
O0007338,C01200,P0550,2025-03-11T16:13:00+00:00,6,7942.45,0.15,CANCELLED,2025-03-13T01:13:00+00:00
O0007339,C02745,P0464,2025-04-02T05:12:00+00:00,1,68248.71,0.15,PAID,2025-04-03T21:12:00+00:00
O0007340,C02538,P0250,2025-01-25T05:01:00+00:00,4,65583.14,0,SHIPPED,2025-01-26T17:01:00+00:00
O0007341,C00828,P0310,2026-01-25T06:15:00+00:00,1,35928.91,0,PENDING,2026-01-28T04:15:00+00:00
O0007342,C02145,P0255,2025-10-03T17:27:00+00:00,5,76757.65,0,PAID,2025-10-04T06:27:00+00:00
O0007343,C02523,P0110,2026-09-08T14:54:00+00:00,6,20157.1,0.15,DELIVERED,2026-09-11T07:54:00+00:00
O0007344,C02942,P0559,2025-12-27T19:24:00+00:00,6,89584.77,0.1,SHIPPED,2025-12-29T15:24:00+00:00
O0007345,C00530,P0312,2025-11-17T09:12:00+00:00,2,49308.75,0.15,PACKED,2025-11-19T11:12:00+00:00
O0007346,C02503,P0313,2026-08-25T04:37:00+00:00,4,4389.38,0,PENDING,2026-08-25T08:37:00+00:00
O0007347,C02936,P0495,2025-04-04T07:22:00+00:00,2,12972.89,0.15,SHIPPED,2025-04-06T13:22:00+00:00
O0007348,C01778,P0276,2025-05-14T08:17:00+00:00,5,53858.21,0.15,PENDING,2025-05-14T12:17:00+00:00
O0007349,C02651,P0109,2025-04-03T12:35:00+00:00,3,57762.92,0.15,DELIVERED,2025-04-03T21:35:00+00:00
O0007350,C02131,P0027,2025-04-08T21:01:00+00:00,4,48657.16,0.1,PENDING,2025-04-09T20:01:00+00:00
O0007351,C02922,P0339,2025-06-28T07:33:00+00:00,5,66565.59,0.1,DELIVERED,2025-06-30T11:33:00+00:00
O0007352,C01551,P0385,2025-11-02T04:10:00+00:00,6,64019.67,0,PENDING,2025-11-05T01:10:00+00:00
O0007353,C01629,P0495,2025-09-14T01:14:00+00:00,6,12972.89,0.15,SHIPPED,2025-09-15T13:14:00+00:00
O0007354,C01051,P0352,2026-05-07T02:41:00+00:00,2,17257.63,0.05,PACKED,2026-05-08T23:41:00+00:00
O0007355,C00457,P0360,2026-09-09T11:55:00+00:00,3,89523.6,0.1,DELIVERED,2026-09-10T17:55:00+00:00
O0007356,C02270,P0273,2025-10-29T00:30:00+00:00,6,50778.28,0.15,CANCELLED,2025-10-31T19:30:00+00:00
O0007357,C00275,P0016,2025-11-01T03:27:00+00:00,5,24970.01,0,PAID,2025-11-03T17:27:00+00:00
O0007358,C01416,P0102,2026-05-19T17:42:00+00:00,6,50143.28,0,SHIPPED,2026-05-21T02:42:00+00:00
O0007359,C02767,P0165,2026-08-11T15:04:00+00:00,4,31631.99,0,SHIPPED,2026-08-11T17:04:00+00:00
O0007360,C02531,P0136,2025-11-24T17:07:00+00:00,7,70676.91,0,SHIPPED,2025-11-26T09:07:00+00:00
O0007361,C01158,P0069,2026-03-10T11:55:00+00:00,5,67900.84,0.05,SHIPPED,2026-03-12T20:55:00+00:00
O0007362,C02322,P0076,2025-06-06T16:02:00+00:00,4,22417.45,0,DELIVERED,2025-06-09T08:02:00+00:00
O0007363,C02306,P0240,2025-05-01T22:21:00+00:00,7,17320.35,0.1,SHIPPED,2025-05-02T14:21:00+00:00
O0007364,C02873,P0322,2026-01-27T23:54:00+00:00,5,43814.63,0,SHIPPED,2026-01-29T05:54:00+00:00
O0007365,C00026,P0484,2025-07-22T15:48:00+00:00,7,1559.64,0,PENDING,2025-07-25T00:48:00+00:00
O0007366,C01648,P0435,2025-05-17T01:26:00+00:00,4,79090.99,0,DELIVERED,2025-05-19T19:26:00+00:00
O0007367,C01707,P0457,2025-06-12T11:45:00+00:00,2,43161.69,0,PENDING,2025-06-12T21:45:00+00:00
O0007368,C02530,P0268,2026-08-26T09:05:00+00:00,2,89071.05,0,PACKED,2026-08-28T06:05:00+00:00
O0007369,C02379,P0503,2025-02-09T21:53:00+00:00,7,75773.98,0.1,SHIPPED,2025-02-12T10:53:00+00:00
O0007370,C00851,P0058,2025-09-23T14:48:00+00:00,2,27922.39,0,PAID,2025-09-24T09:48:00+00:00
O0007371,C02795,P0252,2026-07-27T18:32:00+00:00,4,17880.75,0.1,PACKED,2026-07-29T10:32:00+00:00
O0007372,C01654,P0001,2025-04-14T10:40:00+00:00,2,86351.39,0.05,PAID,2025-04-15T09:40:00+00:00
O0007373,C01853,P0479,2025-05-17T19:34:00+00:00,4,19850.86,0,CANCELLED,2025-05-19T14:34:00+00:00
O0007374,C00278,P0261,2026-07-31T19:21:00+00:00,4,80174.88,0,PACKED,2026-08-03T09:21:00+00:00
O0007375,C02481,P0115,2025-06-16T02:23:00+00:00,1,27182.01,0,DELIVERED,2025-06-17T12:23:00+00:00
O0007376,C02816,P0016,2025-02-15T05:44:00+00:00,5,24970.01,0,PAID,2025-02-17T10:44:00+00:00
O0007377,C00168,P0505,2025-08-07T22:17:00+00:00,3,75769.51,0,PAID,2025-08-10T15:17:00+00:00
O0007378,C00137,P0320,2026-05-20T06:55:00+00:00,1,44220.92,0.1,PACKED,2026-05-23T05:55:00+00:00
O0007379,C01663,P0396,2025-02-05T08:20:00+00:00,1,13178.68,0,PAID,2025-02-07T14:20:00+00:00
